Sentence	MOR_Tier	Error_Flag
&-er just a bit of food .	adv|just det|a-Ind-Art noun|bit adp|of noun|food .	No_Error_Present
&~a:h ahhah what's happen mummy ?	intj|ahhah pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 verb|happen-Inf-S noun|mummy-Acc ?	No_Error_Present
&-er what's happened ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 verb|happen-Part-Past-S ?	No_Error_Present
I stand there .	pron|I-Prs-Nom-S1 verb|stand-Fin-Ind-Pres-S1 adv|there .	No_Error_Present
they stand there .	pron|they-Prs-Nom-P3 verb|stand-Fin-Ind-Pres-P3 adv|there .	No_Error_Present
don't push man with xxx .	aux|do-Fin-Imp-S~part|not verb|push-Fin-Imp-S noun|man-Acc adp|with .	No_Error_Present
don't put that xxx .	aux|do-Fin-Imp-S~part|not verb|put-Fin-Imp-S pron|that-Dem .	No_Error_Present
and this is Jessica mum .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 propn|Jessica noun|mum .	No_Error_Present
that's naughty d(r)ink is that .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adj|naughty-S1 noun|drink aux|be-Fin-Ind-Pres-S3 pron|that-Dem .	No_Error_Present
<so put it on> [/] so put it on there .	adv|so verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adp|on adv|there .	No_Error_Present
so put it on there xxx .	adv|so verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adp|on adv|there .	No_Error_Present
&~a:h what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
girl is xxx to &-er picking up .	noun|girl aux|be-Fin-Ind-Pres-S3 sconj|to verb|pick-Part-Pres-S adp|up .	No_Error_Present
alright xxx and that's .	intj|alright cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
it's under the table xxx .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adp|under det|the-Def-Art noun|table .	No_Error_Present
what's xxx .	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
what's that mummy (.) what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|mummy pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
ahhah no it's a coffee machine like that .	intj|ahhah intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|coffee noun|machine adp|like pron|that-Dem .	No_Error_Present
&~a:h thank you (.) think it was a candle over there .	verb|thank-Fin-Ind-Pres-S1 pron|you-Prs-Acc-S2 verb|think-Inf-S pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr det|a-Ind-Art noun|candle adp|over adv|there .	No_Error_Present
here's a cup of tea .	adv|here~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|cup adp|of noun|tea .	No_Error_Present
this is &-er &-er .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
and this is mhm .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 intj|mhm .	No_Error_Present
he won't get up .	pron|he-Prs-Nom-S3 aux|will-Fin-S~part|not verb|get-Inf-S adp|up .	No_Error_Present
mummy it's b(r)oke .	noun|mummy pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|broke-S1 .	No_Error_Present
that's mine .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 pron|my-Prs-S1 .	No_Error_Present
they're spoons &~uhn aren't they ?	pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 noun|spoon-Plur aux|be-Fin-Ind-Pres-P3~part|not pron|they-Prs-Nom-P3 ?	No_Error_Present
gotta sit there like that .	aux|getta-Fin-S verb|sit-Inf-S adv|there adp|like pron|that-Dem .	No_Error_Present
no it's not a knife .	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not det|a-Ind-Art noun|knife .	No_Error_Present
then the spoon .	adv|then det|the-Def-Art noun|spoon .	No_Error_Present
and then they got cloth .	cconj|and adv|then pron|they-Prs-Nom-P3 verb|get-Fin-Ind-Past-P3-irr noun|cloth-Acc .	No_Error_Present
&~aw (.) mummy will you help this ?	noun|mummy-Acc aux|will-Fin-S pron|you-Prs-Nom-S2 verb|help-Inf-S pron|this-Dem-S1 ?	No_Error_Present
will you help this to me ?	aux|will-Fin-S pron|you-Prs-Nom-S2 verb|help-Inf-S pron|this-Dem-S1 adp|to pron|I-Prs-Acc-S1 ?	No_Error_Present
will you help this ?	aux|will-Fin-S pron|you-Prs-Nom-S2 verb|help-Inf-S pron|this-Dem-S1 ?	No_Error_Present
will you help this to me ?	aux|will-Fin-S pron|you-Prs-Nom-S2 verb|help-Inf-S pron|this-Dem-S1 adp|to pron|I-Prs-Acc-S1 ?	No_Error_Present
will you help this to me ?	aux|will-Fin-S pron|you-Prs-Nom-S2 verb|help-Inf-S pron|this-Dem-S1 adp|to pron|I-Prs-Acc-S1 ?	No_Error_Present
&~a:h these are girls's .	pron|this-Dem-P1 aux|be-Fin-Ind-Pres-P3 noun|girl-Plur~part|s .	No_Error_Present
no (.) this is girl's .	intj|no pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 noun|girl~part|s .	No_Error_Present
this is girls's !	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 noun|girl-Plur~part|s !	No_Error_Present
this is girl .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 noun|girl .	No_Error_Present
and this is cup of tea .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 noun|cup adp|of noun|tea .	No_Error_Present
and this is xxx .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
and he's xxx when xxx finish .	cconj|and pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|when noun|finish .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
now just get her up .	adv|now adv|just verb|get-Fin-Imp-S pron|her-Prs-Acc-S3 adp|up .	No_Error_Present
girl can you want some food ?	noun|girl-Acc aux|can-Fin-S pron|you-Prs-Nom-S2 verb|want-Inf-S det|some-Def-Ind noun|food-Acc ?	No_Error_Present
is your plates ?	aux|be-Fin-Ind-Pres-S3 pron|your-Prs-Gen-S2 noun|plate-Plur ?	No_Error_Present
is [/] is xxx plates .	aux|be-Fin-Ind-Pres-S3 noun|plate-Plur .	No_Error_Present
then put it on a plate .	adv|then verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adp|on det|a-Ind-Art noun|plate .	No_Error_Present
this is a boy .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy .	No_Error_Present
my belly hurts is all finished .	pron|my-Prs-Gen-S1 noun|belly verb|hurt-Fin-Ind-Pres-S3 aux|be-Fin-Ind-Pres-S3 adv|all verb|finish-Part-Past-S .	No_Error_Present
ugh my belly hurt because I [/] I can't play xxx .	intj|ugh pron|my-Prs-Gen-S1 noun|belly verb|hurt-Fin-Ind-Past-S3-irr sconj|because pron|I-Prs-Nom-S1 aux|can-Fin-S~part|not verb|play-Inf-S .	No_Error_Present
(be)cause I'm tired .	sconj|because pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|tired-S1 .	No_Error_Present
where's Tom ?	adv|where~aux|be-Fin-Ind-Pres-S3 propn|Tom ?	No_Error_Present
&~a:h (be)cause he's tired ?	sconj|because pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|tired-S1 ?	No_Error_Present
&-er Hannah [/] Hannah pull me eye up there .	propn|Hannah verb|pull-Fin-Ind-Pres-S3 pron|I-Prs-Acc-S1 noun|eye-Acc adp|up adv|there .	No_Error_Present
it's [/] it's xxx .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
yes it's better now .	intj|yes pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|good-Cmp-S1 adv|now .	No_Error_Present
Hannah pull me eye up there like that .	propn|Hannah verb|pull-Fin-Ind-Pres-S3 pron|I-Prs-Acc-S1 noun|eye-Acc adp|up adv|there adp|like pron|that-Dem .	No_Error_Present
xxx when I bumped me eye .	adv|when pron|I-Prs-Nom-S1 verb|bump-Fin-Ind-Past-S1 pron|I-Prs-Acc-S1 noun|eye-Acc .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
&-er that girl in there .	det|that-Def-Dem-Sing noun|girl adp|in adv|there .	No_Error_Present
&-er that mummy's got xxx in the xxx .	sconj|that noun|mummy~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr adp|in det|the-Def-Art .	No_Error_Present
girl is not getting xxx (.) girl's got +/.	noun|girl aux|be-Fin-Ind-Pres-S3 part|not verb|get-Part-Pres-S noun|girl~part|s verb|get-Part-Past-S-irr +/.	No_Error_Present
and then that (.) &~aw .	cconj|and adv|then pron|that-Dem .	No_Error_Present
&-er she's waiting a bus .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|wait-Part-Pres-S det|a-Ind-Art noun|bus-Acc .	No_Error_Present
is that a house ?	aux|be-Fin-Ind-Pres-S3 sconj|that det|a-Ind-Art noun|house ?	No_Error_Present
no don't show that .	intj|no aux|do-Fin-Imp-S~part|not verb|show-Fin-Imp-S pron|that-Dem .	No_Error_Present
and this is another doggie .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|another-Def-Ind noun|doggie .	No_Error_Present
what (.) this is a baby .	pron|what-Int-S1 pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|baby .	No_Error_Present
and this is mummy look .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 noun|mummy noun|look .	No_Error_Present
&-um is another picture ?	aux|be-Fin-Ind-Pres-S3 det|another-Def-Ind noun|picture ?	No_Error_Present
don't like it .	aux|do-Fin-Imp-S~part|not verb|like-Fin-Imp-S pron|it-Prs-Acc-S3 .	No_Error_Present
this is +//.	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 +//.	No_Error_Present
can I read it ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|read-Inf-S pron|it-Prs-Acc-S3 ?	No_Error_Present
and then put her in the box .	cconj|and adv|then verb|put-Fin-Imp-S pron|her-Prs-Acc-S3 adp|in det|the-Def-Art noun|box .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
no what's that ?	intj|no pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
mummy what's that ?	noun|mummy pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
I wanna go to bed .	pron|I-Prs-Nom-S1 aux|wanna-Fin-S verb|go-Inf-S adp|to noun|bed .	No_Error_Present
no don't like sausages .	intj|no aux|do-Fin-Imp-S~part|not verb|like-Fin-Imp-S noun|sausages-Plur-Acc .	No_Error_Present
no [<] no it's hot .	intj|no intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|hot-S1 .	No_Error_Present
no is burn them and burnt my mouth .	intj|no aux|be-Fin-Ind-Pres-S3 verb|burn-Inf-S pron|they-Prs-Acc-P3 cconj|and verb|burn-Fin-Ind-Past-S3-irr pron|my-Prs-Gen-S1 noun|mouth-Acc .	No_Error_Present
no I needta go to bed !	intj|no pron|I-Prs-Nom-S1 aux|needta-Fin-Ind-Pres-S1 verb|go-Inf-S adp|to noun|bed !	No_Error_Present
I wanna go to bed .	pron|I-Prs-Nom-S1 aux|wanna-Fin-S verb|go-Inf-S adp|to noun|bed .	No_Error_Present
what is that one ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|one ?	No_Error_Present
I'm checking my book bag .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|check-Part-Pres-S pron|my-Prs-Gen-S1 noun|book noun|bag-Acc .	No_Error_Present
I'll just get it .	pron|I-Prs-Nom-S1~aux|will-Fin-S adv|just verb|get-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
car is stuck .	noun|car aux|be-Fin-Ind-Pres-S3 adj|stuck-S1 .	No_Error_Present
not in that one (.) what one is ?	part|not adp|in det|that-Def-Dem-Sing noun|one det|what-Def-Int noun|one aux|be-Fin-Ind-Pres-S3 ?	No_Error_Present
need a pen (.) , oh no , pen here !	verb|need-Fin-Imp-S det|a-Ind-Art noun|pen-Acc cm|cm intj|oh intj|no cm|cm noun|pen adv|here !	No_Error_Present
yeah need them out (be)cause thing'll be there .	intj|yeah verb|need-Fin-Imp-S pron|they-Prs-Acc-P3 adp|out sconj|because noun|thing-Ger~aux|will-Fin-S aux|be-Inf-S adv|there .	No_Error_Present
&-um blidge [: bridge] is up (.) all the track in it me do a blidge [: bridge] .	noun|bridge aux|be-Fin-Ind-Pres-S3 adp|up det|all-Def-Tot det|the-Def-Art noun|track adp|in pron|it-Prs-Acc-S3 pron|I-Prs-Acc-S1 verb|do-Inf-S det|a-Ind-Art noun|bridge-Acc .	No_Error_Present
can't get the blidge [: bridge] out .	aux|can-Fin-S~part|not verb|get-Inf-Imp-S det|the-Def-Art noun|bridge-Acc adp|out .	No_Error_Present
he's pulling it .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|pull-Part-Pres-S pron|it-Prs-Acc-S3 .	No_Error_Present
that [/] that is other end of the track .	pron|that-Dem aux|be-Fin-Ind-Pres-S3 adj|other-S1 noun|end adp|of det|the-Def-Art noun|track .	No_Error_Present
&-um some trains here .	det|some-Def-Ind noun|train-Plur adv|here .	No_Error_Present
what is this ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 ?	No_Error_Present
this can go both side that side or that side (be)cause +//.	pron|this-Dem-S1 aux|can-Fin-S verb|go-Inf-S det|both-Def-Tot noun|side-Acc det|that-Def-Dem-Sing noun|side-Acc cconj|or det|that-Def-Dem-Sing noun|side adv|because +//.	No_Error_Present
these candles [?] can go +/.	det|this-Def-Dem-Plur noun|candle-Plur aux|can-Fin-S verb|go-Inf-S +/.	No_Error_Present
two cars on there right .	num|two noun|car-Plur adp|on adv|there adj|right-S1 .	No_Error_Present
that train can come on here .	det|that-Def-Dem-Sing noun|train aux|can-Fin-S verb|come-Inf-S adp|on adv|here .	No_Error_Present
putting it down here .	verb|put-Part-Pres-S pron|it-Prs-Acc-S3 adp|down adv|here .	No_Error_Present
this is a tross [: cross] .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|cross .	No_Error_Present
got that bit go across there (.) go across that way .	verb|get-Fin-Ind-Past-S1-irr det|that-Def-Dem-Sing noun|bit-Acc verb|go-Inf-S adp|across adv|there verb|go-Fin-Ind-S3 adp|across det|that-Def-Dem-Sing noun|way .	No_Error_Present
what many ways are there ?	det|what-Def-Int adj|many-S1 noun|way-Plur aux|be-Fin-Ind-Pres-P3 adv|there ?	No_Error_Present
<the train is> [/] the train is there and the train is there .	det|the-Def-Art noun|train aux|be-Fin-Ind-Pres-S3 adv|there cconj|and det|the-Def-Art noun|train aux|be-Fin-Ind-Pres-S3 adv|there .	No_Error_Present
and that one needta wait there .	cconj|and sconj|that num|one noun|needta noun|wait adv|there .	No_Error_Present
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Present
other one is here .	adj|other-S1 noun|one aux|be-Fin-Ind-Pres-S3 adv|here .	No_Error_Present
just turn (.) trains can't turn !	adv|just verb|turn-Fin-Imp-S noun|train-Plur-Acc aux|can-Fin-S~part|not verb|turn-Inf-S !	No_Error_Present
can't turn like cars .	aux|can-Fin-S~part|not verb|turn-Fin-Imp-S adp|like noun|car-Plur .	No_Error_Present
<can't (s)tretch> [/] can't (s)tretch like this .	aux|can-Fin-S~part|not verb|stretch-Fin-Imp-S adp|like pron|this-Dem-S1 .	No_Error_Present
here track up .	adv|here noun|track adp|up .	No_Error_Present
nothing can fill this up .	pron|nothing-Neg-S1 aux|can-Fin-S verb|fill-Inf-S pron|this-Dem-S1 adp|up .	No_Error_Present
yeah (.) I wanna building it .	intj|yeah pron|I-Prs-Nom-S1 aux|wanna-Fin-Ind-Pres-S1 verb|build-Part-Pres-S pron|it-Prs-Acc-S3 .	No_Error_Present
it's magnet down here .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|magnet adp|down adv|here .	No_Error_Present
can go both ways .	aux|can-Fin-S verb|go-Inf-S det|both-Def-Tot noun|way-Plur .	No_Error_Present
it can turn .	pron|it-Prs-Nom-S3 aux|can-Fin-S verb|turn-Inf-S .	No_Error_Present
can turn on wheel (.) can turn on (pre)tending train like this .	aux|can-Fin-S verb|turn-Inf-S adp|on noun|wheel aux|can-Fin-S verb|turn-Inf-S adp|on verb|pretend-Part-Pres-S noun|train adp|like pron|this-Dem-S1 .	No_Error_Present
it's got a thing (.) train (.) train truck train truck [/] truck [/] truck .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr det|a-Ind-Art noun|thing-Ger noun|train noun|train noun|truck noun|train noun|truck-Acc .	No_Error_Present
not yet (.) we get it on video .	part|not adv|yet pron|we-Prs-Nom-P1 verb|get-Fin-Ind-Pres-P1 pron|it-Prs-Acc-S3 adp|on noun|video .	No_Error_Present
grandma [<] are we having chips ?	noun|grandma-Acc aux|be-Fin-Ind-Pres-P1 pron|we-Prs-Nom-P1 verb|have-Part-Pres-S noun|chip-Plur-Acc ?	No_Error_Present
(be)cause he's making that face .	sconj|because pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|make-Part-Pres-S det|that-Def-Dem-Sing noun|face-Acc .	No_Error_Present
it's got b(r)icks .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr noun|brick-Plur-Acc .	No_Error_Present
can't pull it (.) oops .	aux|can-Fin-S~part|not verb|pull-Inf-Imp-S pron|it-Prs-Acc-S3 adv|oops .	No_Error_Present
can't pull it .	aux|can-Fin-S~part|not verb|pull-Fin-Imp-S pron|it-Prs-Acc-S3 .	No_Error_Present
she's not a little cat she call(ed) Missy .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not det|a-Ind-Art adj|little-S1 noun|cat pron|she-Prs-Nom-S3 verb|call-Fin-Ind-Past-S3 propn|Missy-Acc .	No_Error_Present
it's just cold . [+ pt]	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|just adj|cold-S1 .	No_Error_Present
&-er got (.) (s)he's got rings on .	verb|get-Fin-Ind-Past-S1-irr pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr noun|ring-Plur-Acc adp|on .	No_Error_Present
they're blue .	pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 adj|blue-S1 .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
don't wanna hurt her any more .	aux|do-Fin-Imp-S~part|not part|wana verb|hurt-Fin-Imp-S pron|her-Prs-Acc-S3 det|any-Def-Ind adj|more-Cmp-S1 .	No_Error_Present
got a Barbie too (.) she got a bobble ?	verb|get-Fin-Ind-Past-S1-irr det|a-Ind-Art propn|Barbie-Acc adv|too pron|she-Prs-Nom-S3 verb|get-Fin-Ind-Past-S3-irr det|a-Ind-Art noun|bobble-Acc ?	No_Error_Present
she's got long blue .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr adj|long-S1 noun|blue-Acc .	No_Error_Present
oops I can't put it in .	intj|oop pron|I-Prs-Nom-S1 aux|can-Fin-S~part|not verb|put-Inf-S pron|it-Prs-Acc-S3 adp|in .	No_Error_Present
put hand together .	verb|put-Fin-Imp-S noun|hand-Acc adv|together .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
it's [/] it's xxx .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
what's that xxx ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
he's doing now ?	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|do-Part-Pres-S adv|now ?	No_Error_Present
I can't take them out .	pron|I-Prs-Nom-S1 aux|can-Fin-S~part|not verb|take-Inf-S pron|they-Prs-Acc-P3 adp|out .	No_Error_Present
I been there today with my daddy when they go to sleep .	pron|I-Prs-Nom-S1 aux|be-Part-Ind-Past-S-irr adv|there noun|today adp|with pron|my-Prs-Gen-S1 noun|daddy adv|when pron|they-Prs-Nom-P3 verb|go-Fin-Ind-Pres-P3 adp|to noun|sleep .	No_Error_Present
I go to sleep when I go to bed from daddy .	pron|I-Prs-Nom-S1 verb|go-Fin-Ind-Pres-S1 part|to noun|sleep adv|when pron|I-Prs-Nom-S1 verb|go-Fin-Ind-Pres-S1 adp|to noun|bed adp|from noun|daddy .	No_Error_Present
my xxx and Bonnie went there today .	pron|my-Prs-Gen-S1 cconj|and propn|Bonnie verb|go-Fin-Ind-Past-S3-irr adv|there noun|today .	No_Error_Present
Tom (.) Tom not here she's up poorly she's tired .	propn|Tom propn|Tom part|not adv|here pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|up adv|poorly pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|tired-S1 .	No_Error_Present
&-er put it on a xxx go there .	verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adp|on det|a-Ind-Art noun|go adv|there .	No_Error_Present
and &-um I think mummy's got that .	cconj|and pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 noun|mummy~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr pron|that-Dem .	No_Error_Present
&-um to put the doctor on there with the cupboards that .	part|to verb|put-Inf-S det|the-Def-Art noun|doctor-Acc adp|on adv|there adp|with det|the-Def-Art noun|cupboard-Plur pron|that-Rel .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
yeah they look like &-er &-um bears &~uhn aren't they ?	intj|yeah pron|they-Prs-Nom-P3 verb|look-Fin-Ind-Pres-P3 sconj|like noun|bear-Plur aux|be-Fin-Ind-Pres-P3~part|not pron|they-Prs-Nom-P3 ?	No_Error_Present
&~a:h what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
arm (.) a arm up there .	verb|arm-Fin-Imp-S det|a-Ind-Art noun|arm-Acc adp|up adv|there .	No_Error_Present
don't know what a arm is .	aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S pron|what-Int-S1 det|a-Ind-Art noun|arm aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
yes it is it's that .	intj|yes pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 pron|that-Dem .	No_Error_Present
xxx they're finished .	pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 verb|finish-Part-Past-S .	No_Error_Present
little bit early .	adj|little-S1 noun|bit adv|early .	No_Error_Present
early for me today .	adv|early adp|for pron|I-Prs-Acc-S1 noun|today .	No_Error_Present
little bit early there .	adj|little-S1 noun|bit adv|early adv|there .	No_Error_Present
little bit early .	adj|little-S1 noun|bit adv|early .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
that's a doggie .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|doggie .	No_Error_Present
&-um (.) &-um boys &~uhn aren't they ?	noun|boy-Plur aux|be-Fin-Ind-Pres-P3~part|not pron|they-Prs-Nom-P3 ?	No_Error_Present
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Present
I went to that (i)t's a caravan .	pron|I-Prs-Nom-S1 verb|go-Fin-Ind-Past-S1-irr adp|to sconj|that pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|caravan .	No_Error_Present
it was three girls .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr num|three noun|girl-Plur .	No_Error_Present
one there it's &-er one girl there .	num|one adv|there pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 num|one noun|girl adv|there .	No_Error_Present
it was scare me .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr verb|scare-Inf-S pron|I-Prs-Acc-S1 .	No_Error_Present
it's bad .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|bad-S1 .	No_Error_Present
it's too big !	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|too adj|big-S1 !	No_Error_Present
xxx what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
we bearly [: nearly] finished .	pron|we-Prs-Nom-P1 adv|nearly verb|finish-Fin-Ind-Past-P1 .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's it talk ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 noun|talk ?	No_Error_Present
I don't want the Barbie .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S det|the-Def-Art propn|Barbie-Acc .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
yeah and it's bigger .	intj|yeah cconj|and pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|big-Cmp-S1 .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
then you've gotta say something .	adv|then pron|you-Prs-Nom-S2~aux|have-Fin-Ind-Pres-S2 part|getta verb|say-Inf-S pron|something-Ind-S1 .	No_Error_Present
